Id,Lat,Lon,Magnitud,Number of Stops,Number of Stations,List of Stations,List of Stops,Type,Category,Name,URL
54549,45.60193640052543,-73.57550540043698,5,5,0,[],"['54551', '54552', '54550', '54553', '54549']",Cluster,Medium,des Galeries-d'Anjou - Jarry,"http://maps.google.com/maps?q=&layer=c&cbll=45.60193640052543,-73.57550540043698"
54717,45.61837880043026,-73.58388720034304,5,5,0,[],"['54688', '54731', '54527', '54526', '54717']",Cluster,Medium,Larrey - L.-J.- Forget - L.-J.-Forget - No 8150,"http://maps.google.com/maps?q=&layer=c&cbll=45.61837880043026,-73.58388720034304"
54581,45.59887820088818,-73.56897740054997,5,5,0,[],"['54580', '54583', '54584', '54582', '54581']",Cluster,Medium,des Galeries-d'Anjou - Jean-Talon,"http://maps.google.com/maps?q=&layer=c&cbll=45.59887820088818,-73.56897740054997"
51217,45.553340800632384,-73.61913899918638,5,5,0,[],"['51216', '51215', '51218', '51107', '51217']",Cluster,Medium,Papineau - Jarry - Crémazie,"http://maps.google.com/maps?q=&layer=c&cbll=45.553340800632384,-73.61913899918638"
60312,45.64935500068095,-73.5787183996368,5,5,0,[],"['54151', '54152', '60336', '60304', '60312']",Cluster,Medium,Perras - Rodolphe-Forget,"http://maps.google.com/maps?q=&layer=c&cbll=45.64935500068095,-73.5787183996368"
51119,45.48867500030802,-73.62485899960126,5,5,0,[],"['51117', '51116', '51120', '51118', '51119']",Cluster,Medium,Victoria - Queen-Mary - Dornal,"http://maps.google.com/maps?q=&layer=c&cbll=45.48867500030802,-73.62485899960126"
51712,45.519586400367714,-73.59587800031966,5,5,0,[],"['51710', '51713', '51709', '51711', '51712']",Cluster,Medium,Laurier - du Parc,"http://maps.google.com/maps?q=&layer=c&cbll=45.519586400367714,-73.59587800031966"
50859,45.549019801403816,-73.63483879854063,5,5,0,[],"['50856', '50858', '50862', '50857', '50859']",Cluster,Medium,Saint-Hubert - Crémazie,"http://maps.google.com/maps?q=&layer=c&cbll=45.549019801403816,-73.63483879854063"
53869,45.485134600626544,-73.55800280007671,5,5,0,[],"['53898', '52914', '54103', '53870', '53869']",Cluster,Medium,du Centre - Wellington - De Condé,"http://maps.google.com/maps?q=&layer=c&cbll=45.485134600626544,-73.55800280007671"
55457,45.52304980066098,-73.70541839999458,5,5,0,[],"['55458', '55459', '55461', '55460', '55457']",Cluster,Medium,Henri-Bourassa - Grenet - de Londres,"http://maps.google.com/maps?q=&layer=c&cbll=45.52304980066098,-73.70541839999458"
56320,45.47670760019126,-73.63665120079534,5,5,0,[],"['56321', '56332', '56322', '56319', '56320']",Cluster,Medium,Côte-Saint-Luc - Fielding - Ellerdale - Queen-Mary,"http://maps.google.com/maps?q=&layer=c&cbll=45.47670760019126,-73.63665120079534"
50606,45.4715324008676,-73.64806560138362,5,5,0,[],"['50604', '50605', '50603', '54092', '50606']",Cluster,Medium,Côte-Saint-Luc - Cavendish - Cumberland,"http://maps.google.com/maps?q=&layer=c&cbll=45.4715324008676,-73.64806560138362"
55057,45.57971260077766,-73.64338540050643,5,5,0,[],"['55058', '55059', '55060', '55061', '55057']",Cluster,Medium,Fleury - Saint-Michel - Audoin,"http://maps.google.com/maps?q=&layer=c&cbll=45.57971260077766,-73.64338540050643"
58093,45.46898180008487,-73.87553480075337,5,5,0,[],"['58094', '58097', '58095', '58096', '58093']",Cluster,Medium,Saint-Charles - de Pierrefonds,"http://maps.google.com/maps?q=&layer=c&cbll=45.46898180008487,-73.87553480075337"
58232,45.459548800219366,-73.89250280023661,5,5,0,[],"['61254', '58233', '58231', '60414', '58232']",Cluster,Medium,du Château-Pierrefonds - de Pierrefonds - Rousson,"http://maps.google.com/maps?q=&layer=c&cbll=45.459548800219366,-73.89250280023661"
55147,45.60244000042288,-73.6321667986961,5,5,0,[],"['55144', '55145', '55146', '55154', '55147']",Cluster,Medium,Sainte-Gertrude - Henri-Bourassa - de Bayonne,"http://maps.google.com/maps?q=&layer=c&cbll=45.60244000042288,-73.6321667986961"
55263,45.61487580066121,-73.61922280107203,5,5,0,[],"['55261', '55264', '55262', '60539', '55263']",Cluster,Medium,Maurice-Duplessis - Rolland - Hurteau,"http://maps.google.com/maps?q=&layer=c&cbll=45.61487580066121,-73.61922280107203"
51406,45.52572720061714,-73.61000080150714,5,5,0,[],"['51408', '51407', '51390', '51423', '51406']",Cluster,Medium,Van Horne - du Parc - Hutchison - Jeanne-Mance,"http://maps.google.com/maps?q=&layer=c&cbll=45.52572720061714,-73.61000080150714"
50837,45.530671800163994,-73.63620039968472,5,5,0,[],"['50838', '50830', '50829', '61237', '50837']",Cluster,Medium,Jarry - Bloomfield - Champagneur - No 8120,"http://maps.google.com/maps?q=&layer=c&cbll=45.530671800163994,-73.63620039968472"
50583,45.498863600392454,-73.64810040056653,5,5,0,[],"['50582', '50581', '50580', '50587', '50583']",Cluster,Medium,Jean-Talon - Victoria - No 4855,"http://maps.google.com/maps?q=&layer=c&cbll=45.498863600392454,-73.64810040056653"
50693,45.50559340067436,-73.64204259990478,5,5,0,[],"['50692', '56078', '50694', '56071', '50693']",Cluster,Medium,Laird - Jean-Talon - Côte-des-Neiges - Glencoe,"http://maps.google.com/maps?q=&layer=c&cbll=45.50559340067436,-73.64204259990478"
51315,45.558563753203806,-73.61267386888662,8,8,0,[],"['51342', '53773', '51317', '51316', '51365', '51343', '53772', '51315']",Cluster,Large,D'Iberville - Crémazie - Jarry - Paul-Boutet,"http://maps.google.com/maps?q=&layer=c&cbll=45.558563753203806,-73.61267386888662"
52189,45.54307520071402,-73.57848740033558,5,5,0,[],"['52190', '52191', '52188', '54130', '52189']",Cluster,Medium,D'Iberville - Masson - No 5455,"http://maps.google.com/maps?q=&layer=c&cbll=45.54307520071402,-73.57848740033558"
52951,45.554557801115884,-73.5547989988063,5,5,0,[],"['52962', '52961', '52959', '52950', '52951']",Cluster,Medium,Sherbrooke - Pie-IX - Sherbrooke/Pie-IX,"http://maps.google.com/maps?q=&layer=c&cbll=45.554557801115884,-73.5547989988063"
51028,45.463744400462325,-73.62903599980376,5,5,0,[],"['51026', '51030', '51029', '51027', '51028']",Cluster,Medium,Cavendish - Sherbrooke,"http://maps.google.com/maps?q=&layer=c&cbll=45.463744400462325,-73.62903599980376"
56805,45.423116400172354,-73.64149380032867,5,5,0,[],"['56806', '56804', '57077', '57076', '56805']",Cluster,Medium,90e Avenue - Airlie,"http://maps.google.com/maps?q=&layer=c&cbll=45.423116400172354,-73.64149380032867"
56622,45.46841300066284,-73.56694916488202,6,6,0,[],"['56623', '56717', '56624', '56625', '56715', '56622']",Cluster,Medium,LaSalle - de Rushbrooke - Strathmore - Victor,"http://maps.google.com/maps?q=&layer=c&cbll=45.46841300066284,-73.56694916488202"
57206,45.441839201440565,-73.68624220052213,5,5,0,[],"['57213', '57214', '57207', '57204', '57206']",Cluster,Medium,Provost - 24e Avenue - 25e Avenue - 26e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.441839201440565,-73.68624220052213"
57248,45.437336400211656,-73.67254040028102,5,5,0,[],"['57361', '60503', '57249', '57247', '57248']",Cluster,Medium,10e Avenue - Victoria,"http://maps.google.com/maps?q=&layer=c&cbll=45.437336400211656,-73.67254040028102"
52663,45.517150800477246,-73.56453560050134,5,5,0,[],"['52662', '52665', '52664', '52681', '52663']",Cluster,Medium,Ontario - Berri - Saint-Hubert,"http://maps.google.com/maps?q=&layer=c&cbll=45.517150800477246,-73.56453560050134"
55555,45.50663240058117,-73.69294839881182,5,5,0,[],"['55557', '55556', '55554', '55935', '55555']",Cluster,Medium,Alexis-Nihon - Côte-Vertu - Bourgoin,"http://maps.google.com/maps?q=&layer=c&cbll=45.50663240058117,-73.69294839881182"
52984,45.565397600683525,-73.55451959958998,5,5,0,[],"['52988', '52986', '52987', '52985', '52984']",Cluster,Medium,Viau - Sherbrooke - Village olympique,"http://maps.google.com/maps?q=&layer=c&cbll=45.565397600683525,-73.55451959958998"
54948,45.5744740009141,-73.58471560192383,5,5,0,[],"['54945', '54947', '54943', '54944', '54948']",Cluster,Medium,Jean-Talon - Viau - Cannes,"http://maps.google.com/maps?q=&layer=c&cbll=45.5744740009141,-73.58471560192383"
56423,45.45941920082594,-73.6618041992479,5,5,0,[],"['56424', '56387', '56386', '56385', '56423']",Cluster,Medium,Côte-Saint-Luc - Westminster,"http://maps.google.com/maps?q=&layer=c&cbll=45.45941920082594,-73.6618041992479"
50186,45.52542280035402,-73.71009500130775,5,5,0,[],"['50183', '50184', '50185', '50182', '50186']",Cluster,Medium,de Louisbourg - Grenet - Ranger,"http://maps.google.com/maps?q=&layer=c&cbll=45.52542280035402,-73.71009500130775"
50262,45.534351000228554,-73.68081680019301,5,5,0,[],"['50263', '50260', '50259', '50261', '50262']",Cluster,Medium,Henri-Bourassa - de l'Acadie,"http://maps.google.com/maps?q=&layer=c&cbll=45.534351000228554,-73.68081680019301"
57190,45.43773980087903,-73.69422560001222,5,5,0,[],"['57192', '57191', '57189', '57344', '57190']",Cluster,Medium,34e Avenue - Victoria - Broadway - 33e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.43773980087903,-73.69422560001222"
61317,45.448381637603255,-73.74333109137606,11,11,0,[],"['57538', '57539', '57507', '61317', '57504', '57540', '57505', '57537', '57365', '57506', '61317']",Cluster,Large,Terminus Dorval,"http://maps.google.com/maps?q=&layer=c&cbll=45.448381637603255,-73.74333109137606"
51532,45.57143520082729,-73.60286840038786,5,5,0,[],"['51530', '51529', '51531', '51524', '51532']",Cluster,Medium,Jarry - Pie-IX - 22e Avenue,"http://maps.google.com/maps?q=&layer=c&cbll=45.57143520082729,-73.60286840038786"
57199,45.43978140160059,-73.69167199984892,5,5,0,[],"['57198', '57339', '60398', '57200', '57199']",Cluster,Medium,Saint-Antoine - 32e Avenue - Place d'Accueil,"http://maps.google.com/maps?q=&layer=c&cbll=45.43978140160059,-73.69167199984892"
58577,45.40364400003463,-73.94069060047951,5,5,0,[],"['58590', '58591', '58570', '61253', '58577']",Cluster,Medium,Sainte-Anne - Terminus Macdonald,"http://maps.google.com/maps?q=&layer=c&cbll=45.40364400003463,-73.94069060047951"
58474,45.431322799790344,-73.84618319980208,5,5,0,[],"['58472', '58473', '58475', '58471', '58474']",Cluster,Medium,Saint-Charles - Beaconsfield - Prairie,"http://maps.google.com/maps?q=&layer=c&cbll=45.431322799790344,-73.84618319980208"
57604,45.453002199917705,-73.83611039897173,5,5,0,[],"['57602', '57603', '57605', '57606', '57604']",Cluster,Medium,Stillview - Hymus,"http://maps.google.com/maps?q=&layer=c&cbll=45.453002199917705,-73.83611039897173"
58114,45.48486260039799,-73.8648956009173,5,5,0,[],"['58082', '58116', '58117', '58115', '58114']",Cluster,Medium,Gouin - Jacques-Bizard - Laframboise,"http://maps.google.com/maps?q=&layer=c&cbll=45.48486260039799,-73.8648956009173"
57841,45.47333580083466,-73.83515420052959,5,5,0,[],"['57834', '61132', '57833', '57980', '57841']",Cluster,Medium,de Salaberry - Saint-Jean - Hasting,"http://maps.google.com/maps?q=&layer=c&cbll=45.47333580083466,-73.83515420052959"
57536,45.44836636478695,-73.74307399906174,11,11,0,[],"['57365', '57506', '57537', '57540', '57505', '57536', '57507', '57504', '57538', '57539', '57536']",Cluster,Large,Terminus Dorval,"http://maps.google.com/maps?q=&layer=c&cbll=45.44836636478695,-73.74307399906174"
55396,45.50083279993805,-73.73373400061575,5,5,0,[],"['55394', '60891', '55395', '55864', '55396']",Cluster,Medium,Thimens - Bois-Franc,"http://maps.google.com/maps?q=&layer=c&cbll=45.50083279993805,-73.73373400061575"
40,45.458964250389876,-73.5718214999721,4,3,1,['40'],"['56685', '56686', '56586']",Hub,Small,Station Verdun,"http://maps.google.com/maps?q=&layer=c&cbll=45.458964250389876,-73.5718214999721"
33,45.50091075034058,-73.57469399995092,4,3,1,['33'],"['52337', '52336', '52338']",Hub,Small,Station Peel,"http://maps.google.com/maps?q=&layer=c&cbll=45.50091075034058,-73.57469399995092"
23,45.56106500072056,-73.54711600144324,4,3,1,['23'],"['53753', '54200', '50105']",Hub,Small,Station Viau,"http://maps.google.com/maps?q=&layer=c&cbll=45.56106500072056,-73.54711600144324"
53,45.499895002358805,-73.66176974312187,4,3,1,['53'],"['50377', '56105', '50398']",Hub,Small,Station De la Savane,"http://maps.google.com/maps?q=&layer=c&cbll=45.499895002358805,-73.66176974312187"
48,45.4790887508111,-73.61938074843098,4,3,1,['48'],"['51242', '61816', '61815']",Hub,Small,Station Villa-Maria,"http://maps.google.com/maps?q=&layer=c&cbll=45.4790887508111,-73.61938074843098"
14,45.501701751661116,-73.56305749895863,4,3,1,['14'],"['52705', '52786', '61657']",Hub,Small,Station Square-Victoria–OACI,"http://maps.google.com/maps?q=&layer=c&cbll=45.501701751661116,-73.56305749895863"
13,45.50619300390909,-73.55957399117777,4,3,1,['13'],"['52807', '52851', '59308']",Hub,Small,Station Place-d'Armes,"http://maps.google.com/maps?q=&layer=c&cbll=45.50619300390909,-73.55957399117777"
57,45.51008225023946,-73.61283425096002,4,3,1,['57'],"['51388', '56184', '51387']",Hub,Small,Station Édouard-Montpetit,"http://maps.google.com/maps?q=&layer=c&cbll=45.51008225023946,-73.61283425096002"
58,45.5205805012635,-73.61471325346406,4,3,1,['58'],"['56221', '56180', '56220']",Hub,Small,Station Outremont,"http://maps.google.com/maps?q=&layer=c&cbll=45.5205805012635,-73.61471325346406"
52380,45.53515750036487,-73.57244975000563,4,4,0,[],"['52382', '52383', '52381', '52380']",Cluster,Medium,De Lorimier - du Mont-Royal,"http://maps.google.com/maps?q=&layer=c&cbll=45.53515750036487,-73.57244975000563"
52087,45.53945400059879,-73.58171349987212,4,4,0,[],"['52089', '52090', '52088', '52087']",Cluster,Medium,De Lorimier - Masson,"http://maps.google.com/maps?q=&layer=c&cbll=45.53945400059879,-73.58171349987212"
51858,45.54304900029898,-73.58925849997625,4,4,0,[],"['51860', '51859', '51861', '51858']",Cluster,Medium,De Lorimier - Rosemont,"http://maps.google.com/maps?q=&layer=c&cbll=45.54304900029898,-73.58925849997625"
51738,45.54552375025278,-73.5945589999847,4,4,0,[],"['51740', '51741', '51739', '51738']",Cluster,Medium,De Lorimier - Beaubien,"http://maps.google.com/maps?q=&layer=c&cbll=45.54552375025278,-73.5945589999847"
51579,45.54868625024125,-73.60143100001589,4,4,0,[],"['51581', '51582', '51580', '51579']",Cluster,Medium,De Lorimier - Bélanger,"http://maps.google.com/maps?q=&layer=c&cbll=45.54868625024125,-73.60143100001589"
51497,45.55026900024141,-73.60498649996136,4,4,0,[],"['51499', '51500', '51498', '51497']",Cluster,Medium,De Lorimier - Jean-Talon,"http://maps.google.com/maps?q=&layer=c&cbll=45.55026900024141,-73.60498649996136"
51351,45.5533465002014,-73.6119600000258,4,4,0,[],"['51353', '51354', '51352', '51351']",Cluster,Medium,De Lorimier - Villeray,"http://maps.google.com/maps?q=&layer=c&cbll=45.5533465002014,-73.6119600000258"
51428,45.49560550022718,-73.61025275006077,4,4,0,[],"['51429', '51426', '51427', '51428']",Cluster,Medium,Ridgewood - Côte-des-Neiges,"http://maps.google.com/maps?q=&layer=c&cbll=45.49560550022718,-73.61025275006077"
52160,45.52837116769921,-73.57886783586528,6,6,0,[],"['52185', '52161', '52162', '52184', '52183', '52160']",Cluster,Medium,du Mont-Royal - De La Roche - Christophe-Colomb,"http://maps.google.com/maps?q=&layer=c&cbll=45.52837116769921,-73.57886783586528"
51729,45.53495600027216,-73.59512349982926,4,4,0,[],"['51727', '51726', '51728', '51729']",Cluster,Medium,Christophe-Colomb - Rosemont,"http://maps.google.com/maps?q=&layer=c&cbll=45.53495600027216,-73.59512349982926"
51583,45.537814000252844,-73.60153875009027,4,4,0,[],"['51585', '51586', '51584', '51583']",Cluster,Medium,Christophe-Colomb - Beaubien,"http://maps.google.com/maps?q=&layer=c&cbll=45.537814000252844,-73.60153875009027"
51431,45.540897750222435,-73.60846625005841,4,4,0,[],"['51433', '51434', '51432', '51431']",Cluster,Medium,Christophe-Colomb - Bélanger,"http://maps.google.com/maps?q=&layer=c&cbll=45.540897750222435,-73.60846625005841"
51355,45.54247875022281,-73.6120155000146,4,4,0,[],"['51357', '51358', '51356', '51355']",Cluster,Medium,Christophe-Colomb - Jean-Talon,"http://maps.google.com/maps?q=&layer=c&cbll=45.54247875022281,-73.6120155000146"
51207,45.545832750195636,-73.61954050010858,4,4,0,[],"['51209', '51210', '51208', '51207']",Cluster,Medium,Christophe-Colomb - Villeray,"http://maps.google.com/maps?q=&layer=c&cbll=45.545832750195636,-73.61954050010858"
54217,45.54801450032974,-73.62444049969132,4,4,0,[],"['54221', '51076', '51075', '54217']",Cluster,Medium,Christophe-Colomb - Jarry,"http://maps.google.com/maps?q=&layer=c&cbll=45.54801450032974,-73.62444049969132"
52904,45.51358375061126,-73.55737274973148,4,4,0,[],"['52906', '54041', '52905', '52904']",Cluster,Medium,Berri - René-Lévesque,"http://maps.google.com/maps?q=&layer=c&cbll=45.51358375061126,-73.55737274973148"
52983,45.51651875048264,-73.55501474959425,4,4,0,[],"['52981', '52982', '52980', '52983']",Cluster,Medium,Atateken - René-Lévesque,"http://maps.google.com/maps?q=&layer=c&cbll=45.51651875048264,-73.55501474959425"
52728,45.520160000386404,-73.56293199996436,4,4,0,[],"['52730', '52731', '52729', '52728']",Cluster,Medium,Atateken - Ontario,"http://maps.google.com/maps?q=&layer=c&cbll=45.520160000386404,-73.56293199996436"
55678,45.51151050005966,-73.67841400010161,4,4,0,[],"['55676', '55675', '55677', '55678']",Cluster,Medium,de l'Église - Décarie,"http://maps.google.com/maps?q=&layer=c&cbll=45.51151050005966,-73.67841400010161"
55699,45.5134422502985,-73.67574949999971,4,4,0,[],"['55700', '55697', '55698', '55699']",Cluster,Medium,de l'Église - Sainte-Croix,"http://maps.google.com/maps?q=&layer=c&cbll=45.5134422502985,-73.67574949999971"
55725,45.51136225026529,-73.6725285004824,4,4,0,[],"['55724', '55726', '55727', '55725']",Cluster,Medium,du Collège - Sainte-Croix - Filiatrault,"http://maps.google.com/maps?q=&layer=c&cbll=45.51136225026529,-73.6725285004824"
55741,45.50946350014296,-73.66719975034444,4,4,0,[],"['55739', '55740', '55742', '55741']",Cluster,Medium,Sainte-Croix - Hodge,"http://maps.google.com/maps?q=&layer=c&cbll=45.50946350014296,-73.66719975034444"
51057,45.52765125018616,-73.62616524983291,4,4,0,[],"['51056', '51062', '51055', '51057']",Cluster,Medium,Ogilvy - Champagneur - Bloomfield,"http://maps.google.com/maps?q=&layer=c&cbll=45.52765125018616,-73.62616524983291"
51701,45.47363250031779,-73.59697150001874,4,4,0,[],"['51702', '51700', '54044', '51701']",Cluster,Medium,Saint-Rémi - Saint-Jacques - Pullman,"http://maps.google.com/maps?q=&layer=c&cbll=45.47363250031779,-73.59697150001874"
